TICKER,NAME,REGION,HOLDING,MARKET_CAP,STYLE,SECTOR,SECURITY_TYPE,ASSET_CLASS,DURATION,CREDIT,CLASSIFICATION,MIN,MAX
ALLO,Allogene Therapeutics Inc,U.S.,Satellite,Small-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0200
ALLY,Ally Financial Inc,U.S.,Satellite,Mid-cap,Value,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Value Common Stock,0.0000,0.0400
ALNY,Alnylam Pharmaceuticals Inc,U.S.,Satellite,Mid-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Growth Common Stock,0.0000,0.0200
ALPN,Alpine Immune Sciences Inc,U.S.,Satellite,Small-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0100
ALRM,Alarm.com Holdings Inc,U.S.,Satellite,Small-cap,Growth,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0500
ALRS,Alerus Financial Corp,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0500
ALSN,Allison Transmission Holdings Inc,U.S.,Satellite,Small-cap,Blend,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0500
ALT,Altimmune Inc,U.S.,Satellite,Small-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0100
ALTG,Alta Equipment Group Inc,U.S.,Satellite,Small-cap,Value,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0400
ALTL,Pacer Lunt Large Cap Alternator ETF,U.S.,Satellite,Large-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Value ETP,0.0000,0.5000
ALTO,Alto Ingredients Inc,U.S.,Satellite,Small-cap,Value,Energy,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0100
ALTR,Altair Engineering Inc,U.S.,Satellite,Small-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0500
ALTY,Global X Alternative Income ETF,Global,Satellite,Broad Market,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Global Broad Market Value ETP,0.0000,0.0625
ALV,Autoliv Inc,U.S.,Satellite,Mid-cap,Value,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Value Common Stock,0.0000,0.0300
ALX,Alexander's Inc,U.S.,Satellite,Non-Equity,Non-Equity,Real Estate,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Real Estate REIT,0.0000,0.0400
AM,Antero Midstream Corp,U.S.,Satellite,Small-cap,Growth,Energy,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0200
AMAL,Amalgamated Financial Corp,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0400
AMAT,Applied Materials Inc,U.S.,Satellite,Large-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Growth Common Stock,0.0000,0.0400
AMBA,Ambarella Inc,U.S.,Satellite,Small-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0300
AMBC,Ambac Financial Group Inc,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0300
AMC,AMC Entertainment Holdings Inc,U.S.,Satellite,Mid-cap,Blend,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0100
AMCR,Amcor PLC,U.S.,Satellite,Mid-cap,Blend,Materials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0500
AMCX,AMC Networks Inc,U.S.,Satellite,Small-cap,Value,Communications,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0300
AMD,Advanced Micro Devices Inc,U.S.,Satellite,Large-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Growth Common Stock,0.0000,0.0100
AME,AMETEK Inc,U.S.,Satellite,Mid-cap,Growth,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Growth Common Stock,0.0000,0.0500
AMED,Amedisys Inc,U.S.,Satellite,Small-cap,Blend,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0200
AMEH,Apollo Medical Holdings Inc,U.S.,Satellite,Small-cap,Blend,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0100
AMG,Affiliated Managers Group Inc,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0200
AMGN,Amgen Inc,U.S.,Satellite,Large-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Growth Common Stock,0.0000,0.0500
AMH,American Homes 4 Rent,U.S.,Satellite,Non-Equity,Non-Equity,Real Estate,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Real Estate REIT,0.0000,0.0500
AMJ,JPMorgan Alerian MLP Index ETN,U.S.,Satellite,Broad Market,Value,Energy,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Broad Market Value ETP,0.0000,0.0313
AMK,AssetMark Financial Holdings Inc,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0500
AMKR,Amkor Technology Inc,U.S.,Satellite,Small-cap,Value,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0100
AMLP,Alerian MLP ETF,U.S.,Satellite,Broad Market,Value,Energy,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Broad Market Value ETP,0.0000,0.0313
AMLX,Amylyx Pharmaceuticals Inc,U.S.,Satellite,Small-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0300
AMN,AMN Healthcare Services Inc,U.S.,Satellite,Small-cap,Value,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0200
AMNB,American National Bankshares Inc,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0500
AMOM,Qraft AI-Enhanced US Large Cap Momentum ETF,U.S.,Satellite,Large-cap,Growth,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Growth ETP,0.0000,0.2500
AMOT,Allied Motion Technologies Inc,U.S.,Satellite,Small-cap,Blend,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0200
AMP,Ameriprise Financial Inc,U.S.,Satellite,Mid-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0300
AMPH,Amphastar Pharmaceuticals Inc,U.S.,Satellite,Small-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0500
AMR,Alpha Metallurgical Resources Inc,U.S.,Satellite,Small-cap,Value,Materials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0100
AMRC,Ameresco Inc,U.S.,Satellite,Small-cap,Blend,Energy,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0300
AMRK,A-Mark Precious Metals Inc,U.S.,Satellite,Small-cap,Value,Materials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0400
AMRN,Amarin Corp PLC,China,Satellite,Broad Market,Multi-Style,Health Care,ADR,Equity,Non-Fixed Income,Non-Fixed Income,China ADR,0.0000,0.0100
AMRS,Amyris Inc,U.S.,Satellite,Small-cap,Blend,Materials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0100
AMRX,Amneal Pharmaceuticals Inc,U.S.,Satellite,Small-cap,Value,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0100
AMSC,American Superconductor Corp,U.S.,Satellite,Small-cap,Blend,Energy,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0100
AMSF,AMERISAFE Inc,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0500
AMSWA,American Software Inc/GA,U.S.,Satellite,Small-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0300
AMT,American Tower Corp,U.S.,Core,Non-Equity,Non-Equity,Real Estate,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Real Estate REIT,0.0000,0.0400
AMTB,Amerant Bancorp Inc,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0100
AMTX,Aemetis Inc,U.S.,Satellite,Small-cap,Blend,Energy,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0100
AMWD,American Woodmark Corp,U.S.,Satellite,Small-cap,Value,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0300
AMWL,American Well Corp,U.S.,Satellite,Small-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0100
AMZA,InfraCap MLP ETF,U.S.,Satellite,Broad Market,Value,Energy,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Broad Market Value ETP,0.0000,0.0313
AMZN,Amazon.com Inc,U.S.,Satellite,Large-cap,Blend,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend Common Stock,0.0000,0.0400
AN,AutoNation Inc,U.S.,Satellite,Mid-cap,Value,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Value Common Stock,0.0000,0.0300
ANAB,AnaptysBio Inc,U.S.,Satellite,Small-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0200
ANDE,Andersons Inc/The,U.S.,Satellite,Small-cap,Value,Consumer Staples,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0300
ANET,Arista Networks Inc,U.S.,Satellite,Large-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Growth Common Stock,0.0000,0.0500
ANF,Abercrombie & Fitch Co,U.S.,Satellite,Small-cap,Value,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0200
ANGI,Angi Inc,U.S.,Satellite,Small-cap,Blend,Communications,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0200
ANGL,VanEck Fallen Angel High Yield Bond ETF,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Fixed Income,Non-Specified,High Yield,U.S. High Yield Fixed Income,0.0000,0.0313
ANGO,AngioDynamics Inc,U.S.,Satellite,Small-cap,Blend,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0300
ANIK,Anika Therapeutics Inc,U.S.,Satellite,Small-cap,Blend,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0200
ANIP,ANI Pharmaceuticals Inc,U.S.,Satellite,Small-cap,Blend,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0100
ANSS,ANSYS Inc,U.S.,Satellite,Mid-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Growth Common Stock,0.0000,0.0400
AOA,iShares Core Aggressive Allocation ETF,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Mixed Allocation,Non-Fixed Income,Non-Fixed Income,U.S. Mixed Allocation,0.0000,0.1250
AOK,iShares Core Conservative Allocation ETF,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Mixed Allocation,Non-Fixed Income,Non-Fixed Income,U.S. Mixed Allocation,0.0000,0.5000
AOM,iShares Core Moderate Allocation ETF,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Mixed Allocation,Non-Fixed Income,Non-Fixed Income,U.S. Mixed Allocation,0.0000,0.5000
AON,Aon PLC,U.S.,Satellite,Large-cap,Growth,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Growth Common Stock,0.0000,0.0500
AOR,iShares Core Growth Allocation ETF,Global,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Mixed Allocation,Non-Fixed Income,Non-Fixed Income,Global Mixed Allocation,0.0000,0.2500
AOS,A O Smith Corp,U.S.,Satellite,Mid-cap,Blend,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0400
AOSL,Alpha & Omega Semiconductor Ltd,U.S.,Satellite,Small-cap,Blend,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0300
AOUT,American Outdoor Brands Inc,U.S.,Satellite,Small-cap,Value,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0300
APA,APA Corp,U.S.,Satellite,Mid-cap,Blend,Energy,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0100
APAM,Artisan Partners Asset Management Inc,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0400
APD,Air Products and Chemicals Inc,U.S.,Satellite,Large-cap,Growth,Materials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Growth Common Stock,0.0000,0.0400
APE,AMC Entertainment Holdings Inc,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,Preferred Stock,Preferred Stock,Perpetual,High Yield,U.S. Preferred Stock,0.0000,1.0000
APEI,American Public Education Inc,U.S.,Satellite,Small-cap,Value,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0300
APG,API Group Corp,U.S.,Satellite,Small-cap,Value,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0400
APH,Amphenol Corp,U.S.,Satellite,Large-cap,Growth,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Growth Common Stock,0.0000,0.0400
API,Agora Inc,China,Satellite,Broad Market,Multi-Style,Technology,ADR,Equity,Non-Fixed Income,Non-Fixed Income,China ADR,0.0000,0.0100
APLD,Applied Blockchain Inc,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0100
APLE,Apple Hospitality REIT Inc,U.S.,Satellite,Non-Equity,Non-Equity,Real Estate,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Real Estate REIT,0.0000,0.0400
APLS,Apellis Pharmaceuticals Inc,U.S.,Satellite,Mid-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Growth Common Stock,0.0000,0.0400
APO,Apollo Global Management Inc,U.S.,Satellite,Large-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend Common Stock,0.0000,0.0500
APOG,Apogee Enterprises Inc,U.S.,Satellite,Small-cap,Value,Materials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0300
APPF,Appfolio Inc,U.S.,Satellite,Small-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0500
APPH,AppHarvest Inc,U.S.,Satellite,Small-cap,Growth,Consumer Staples,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0100
APPN,Appian Corp,U.S.,Satellite,Small-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0200
APPS,Digital Turbine Inc,U.S.,Satellite,Small-cap,Blend,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0100
APTV,Aptiv PLC,U.S.,Satellite,Mid-cap,Blend,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0400
APYX,Apyx Medical Corp,U.S.,Satellite,Small-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0200
AQB,AquaBounty Technologies Inc,U.S.,Satellite,Small-cap,Growth,Consumer Staples,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0100
AQUA,Evoqua Water Technologies Corp,U.S.,Satellite,Small-cap,Blend,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0400
AR,Antero Resources Corp,U.S.,Satellite,Mid-cap,Blend,Energy,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0100
ARAY,Accuray Inc,U.S.,Satellite,Small-cap,Value,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0100
ARCB,ArcBest Corp,U.S.,Satellite,Small-cap,Value,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0200
ARCC,Ares Capital Corp,U.S.,Satellite,Mid-cap,Growth,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Growth Common Stock,0.0000,0.0300
ARCE,Arco Platform Ltd,U.S.,Satellite,Small-cap,Blend,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0300
ARCH,Arch Resources Inc,U.S.,Satellite,Small-cap,Value,Materials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0300
ARCO,Arcos Dorados Holdings Inc,U.S.,Satellite,Small-cap,Value,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0200
ARCT,Arcturus Therapeutics Holdings Inc,U.S.,Satellite,Small-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0100
ARDX,Ardelyx Inc,U.S.,Satellite,Small-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0100
ARE,Alexandria Real Estate Equities Inc,U.S.,Satellite,Non-Equity,Non-Equity,Real Estate,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Real Estate REIT,0.0000,0.0300
ARGO,Argo Group International Holdings Ltd,U.S.,Satellite,Small-cap,Value,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0200
ARI,Apollo Commercial Real Estate Finance Inc,U.S.,Satellite,Non-Equity,Non-Equity,Financials,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Financials REIT,0.0000,0.0300
ARKF,ARK Fintech Innovation ETF,Global,Satellite,Broad Market,Growth,Technology,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Global Broad Market Growth ETP,0.0000,0.0313
ARKG,ARK Genomic Revolution ETF,U.S.,Satellite,Broad Market,Growth,Health Care,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Broad Market Growth ETP,0.0000,0.0313
ARKK,ARK Innovation ETF,U.S.,Satellite,Broad Market,Growth,Technology,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Broad Market Growth ETP,0.0000,0.0313
ARKO,Arko Corp,U.S.,Satellite,Small-cap,Value,Consumer Staples,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0500
ARKQ,ARK Autonomous Technology & Robotics ETF,U.S.,Satellite,Broad Market,Growth,Technology,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Broad Market Growth ETP,0.0000,0.1250
ARKW,ARK Next Generation Internet ETF,U.S.,Core,Broad Market,Growth,Technology,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Broad Market Growth ETP,0.0000,0.0313
ARKX,ARK Space Exploration & Innovation ETF,U.S.,Satellite,Broad Market,Blend,Industrials,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Broad Market Blend ETP,0.0000,0.2500
ARLO,Arlo Technologies Inc,U.S.,Satellite,Small-cap,Blend,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0100
ARLP,Alliance Resource Partners LP,U.S.,Satellite,Non-Equity,Non-Equity,Materials,MLP,MLP,Non-Fixed Income,Non-Fixed Income,U.S. Materials MLP,0.0000,0.0200
ARMK,Aramark,U.S.,Satellite,Mid-cap,Value,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Value Common Stock,0.0000,0.0300
ARMR,Armor US Equity Index ETF,U.S.,Satellite,Broad Market,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Broad Market Blend ETP,0.0000,0.5000
ARNC,Arconic Corp,U.S.,Satellite,Small-cap,Value,Materials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0500
AROC,Archrock Inc,U.S.,Satellite,Small-cap,Blend,Energy,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0100
AROW,Arrow Financial Corp,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0500
ARR,ARMOUR Residential REIT Inc,U.S.,Satellite,Non-Equity,Non-Equity,Financials,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Financials REIT,0.0000,0.0300
ARRY,Array Technologies Inc,U.S.,Satellite,Small-cap,Blend,Energy,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0200
