TICKER,NAME,REGION,HOLDING,MARKET_CAP,STYLE,SECTOR,SECURITY_TYPE,ASSET_CLASS,DURATION,CREDIT,CLASSIFICATION,MIN,MAX
NPTN,NeoPhotonics Corp,U.S.,Satellite,Small-cap,Blend,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0200
NR,Newpark Resources Inc,U.S.,Satellite,Small-cap,Value,Energy,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0100
NRC,National Research Corp,U.S.,Satellite,Small-cap,Growth,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0500
NRG,NRG Energy Inc,U.S.,Satellite,Mid-cap,Value,Utilities,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Value Common Stock,0.0000,0.0300
NRIM,Northrim BanCorp Inc,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0300
NRIX,Nurix Therapeutics Inc,U.S.,Satellite,Small-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0200
NRK,Nuveen New York AMT-Free Quality Municipal Income Fund,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,Closed-End Fund,Fixed Income,Non-Specified,Investment Grade,U.S. Investment Grade Fixed Income,0.0000,0.0313
NS,NuStar Energy LP,U.S.,Satellite,Non-Equity,Non-Equity,Energy,MLP,MLP,Non-Fixed Income,Non-Fixed Income,U.S. Energy MLP,0.0000,0.0200
NSA,National Storage Affiliates Trust,U.S.,Satellite,Non-Equity,Non-Equity,Real Estate,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Real Estate REIT,0.0000,0.0500
NSC,Norfolk Southern Corp,U.S.,Satellite,Large-cap,Growth,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Growth Common Stock,0.0000,0.0400
NSIT,Insight Enterprises Inc,U.S.,Satellite,Small-cap,Value,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0100
NSP,Insperity Inc,U.S.,Satellite,Small-cap,Value,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0300
NSSC,Napco Security Technologies Inc,U.S.,Satellite,Small-cap,Growth,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0100
NSTG,NanoString Technologies Inc,U.S.,Satellite,Small-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0200
NTAP,NetApp Inc,U.S.,Satellite,Mid-cap,Blend,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0300
NTB,Bank of NT Butterfield & Son Ltd/The,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0400
NTCT,NetScout Systems Inc,U.S.,Satellite,Small-cap,Blend,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0400
NTES,NetEase Inc,China,Satellite,Broad Market,Multi-Style,Communications,ADR,Equity,Non-Fixed Income,Non-Fixed Income,China ADR,0.0000,0.0500
NTGR,NETGEAR Inc,U.S.,Satellite,Small-cap,Value,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0300
NTLA,Intellia Therapeutics Inc,U.S.,Satellite,Small-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0300
NTNX,Nutanix Inc,U.S.,Satellite,Small-cap,Blend,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0300
NTRA,Natera Inc,U.S.,Satellite,Small-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0300
NTRS,Northern Trust Corp,U.S.,Satellite,Mid-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0400
NTSE,WisdomTree Emerging Markets Efficient Core Fund,Emerging Markets,Satellite,Broad Market,Growth,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Emerging Markets Broad Market Growth ETP,0.0000,0.5000
NTSI,WisdomTree International Efficient Core Fund,Developed Markets,Satellite,Broad Market,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Developed Markets Broad Market Blend ETP,0.0000,0.5000
NTST,NETSTREIT Corp,U.S.,Satellite,Non-Equity,Non-Equity,Real Estate,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Real Estate REIT,0.0000,0.0500
NTSX,WisdomTree US Efficient Core F,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Mixed Allocation,Non-Fixed Income,Non-Fixed Income,U.S. Mixed Allocation,0.0000,0.1250
NU,NU Holdings Ltd/Cayman Islands,U.S.,Satellite,Mid-cap,Growth,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Growth Common Stock,0.0000,0.0300
NUAG,Nuveen Enhanced Yield US Aggregate Bond ETF,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Fixed Income,Non-Specified,Investment Grade,U.S. Investment Grade Fixed Income,0.0000,0.1250
NUBD,Nuveen ESG US Aggregate Bond ETF,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Fixed Income,Non-Specified,Investment Grade,U.S. Investment Grade Fixed Income,0.0000,0.1250
NUDM,Nuveen ESG International Devel,Developed Markets,Satellite,Broad Market,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Developed Markets Broad Market Blend ETP,0.0000,0.5000
NUE,Nucor Corp,U.S.,Satellite,Large-cap,Value,Materials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Value Common Stock,0.0000,0.0400
NUEM,Nuveen ESG Emerging Markets Eq,Emerging Markets,Satellite,Broad Market,Growth,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Emerging Markets Broad Market Growth ETP,0.0000,0.2500
NUGO,Nuveen Growth Opportunities ETF,U.S.,Satellite,Broad Market,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Broad Market Blend ETP,0.0000,0.2500
NUHY,Nuveen ESG High Yield Corporate Bond ETF,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Fixed Income,Non-Specified,High Yield,U.S. High Yield Fixed Income,0.0000,0.0625
NULG,Nuveen ESG Large-Cap Growth ETF,U.S.,Satellite,Large-cap,Growth,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Growth ETP,0.0000,0.2500
NULV,Nuveen ESG Large-Cap Value ETF,U.S.,Satellite,Large-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Value ETP,0.0000,0.2500
NUMG,Nushares Etf Trust - Nuveen Esg Mid-Cap Growth Etf,U.S.,Satellite,Mid-cap,Growth,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Growth ETP,0.0000,0.2500
NUMV,Nuveen ESG Mid-Cap Value ETF,U.S.,Satellite,Mid-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Value ETP,0.0000,0.1250
NURE,Nuveen Short-Term REIT ETF,U.S.,Satellite,Broad Market,Value,Real Estate,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Broad Market Value ETP,0.0000,0.1250
NUS,Nu Skin Enterprises Inc,U.S.,Satellite,Small-cap,Value,Consumer Staples,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0200
NUSC,Nuveen ESG Small-Cap ETF,U.S.,Satellite,Small-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend ETP,0.0000,0.1250
NUSI,Nationwide Nasdaq-100 Risk-Managed Income ETF,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Specialty,Non-Fixed Income,Non-Fixed Income,Derivative,0.0000,0.2500
NUV,Nuveen Municipal Value Fund Inc,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,Closed-End Fund,Fixed Income,Non-Specified,Investment Grade,U.S. Investment Grade Fixed Income,0.0000,0.0625
NUVA,NuVasive Inc,U.S.,Satellite,Small-cap,Blend,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0300
NVAX,Novavax Inc,U.S.,Satellite,Small-cap,Blend,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0100
NVCR,Novocure Ltd,U.S.,Satellite,Mid-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Growth Common Stock,0.0000,0.0300
NVDA,NVIDIA Corp,U.S.,Satellite,Large-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Growth Common Stock,0.0000,0.0200
NVEC,NVE Corp,U.S.,Satellite,Small-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0300
NVEE,NV5 Global Inc,U.S.,Satellite,Small-cap,Blend,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0400
NVG,Nuveen AMT-Free Municipal Credit Income Fund,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,Closed-End Fund,Fixed Income,Non-Specified,Investment Grade,U.S. Investment Grade Fixed Income,0.0000,0.0313
NVMI,Nova Ltd,U.S.,Satellite,Small-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0100
NVR,NVR Inc,U.S.,Satellite,Mid-cap,Blend,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0400
NVRO,Nevro Corp,U.S.,Satellite,Small-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0300
NVST,Envista Holdings Corp,U.S.,Satellite,Mid-cap,Blend,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0400
NVT,nVent Electric PLC,U.S.,Satellite,Small-cap,Blend,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0500
NVTA,Invitae Corp,U.S.,Satellite,Small-cap,Blend,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0100
NWBI,Northwest Bancshares Inc,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0500
NWE,NorthWestern Corp,U.S.,Satellite,Small-cap,Blend,Utilities,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0500
NWL,Newell Brands Inc,U.S.,Satellite,Mid-cap,Value,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Value Common Stock,0.0000,0.0200
NWLI,National Western Life Group Inc,U.S.,Satellite,Small-cap,Value,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0300
NWN,Northwest Natural Holding Co,U.S.,Satellite,Small-cap,Blend,Utilities,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0500
NWPX,Northwest Pipe Co,U.S.,Satellite,Small-cap,Value,Materials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0200
NWS,News Corp,U.S.,Satellite,Mid-cap,Value,Communications,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Value Common Stock,0.0000,0.0500
NWSA,News Corp,U.S.,Satellite,Mid-cap,Value,Communications,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Value Common Stock,0.0000,0.0500
NX,Quanex Building Products Corp,U.S.,Satellite,Small-cap,Value,Consumer Staples,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0400
NXGN,NextGen Healthcare Inc,U.S.,Satellite,Small-cap,Blend,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0200
NXPI,NXP Semiconductors NV,U.S.,Satellite,Large-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Growth Common Stock,0.0000,0.0400
NXRT,NexPoint Residential Trust Inc,U.S.,Satellite,Non-Equity,Non-Equity,Real Estate,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Real Estate REIT,0.0000,0.0500
NXST,Nexstar Media Group Inc,U.S.,Satellite,Mid-cap,Blend,Communications,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0100
NXTG,First Trust Indxx NextG ETF,Global,Satellite,Broad Market,Growth,Technology,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Global Broad Market Growth ETP,0.0000,0.5000
NYCB,New York Community Bancorp Inc,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0400
NYF,iShares New York Muni Bond ETF,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Fixed Income,Non-Specified,Investment Grade,U.S. Investment Grade Fixed Income,0.0000,0.2500
NYMT,New York Mortgage Trust Inc,U.S.,Satellite,Non-Equity,Non-Equity,Financials,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Financials REIT,0.0000,0.0100
NYT,New York Times Co/The,U.S.,Satellite,Small-cap,Blend,Communications,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0200
NZF,Nuveen Municipal Credit Income Fund,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,Closed-End Fund,Fixed Income,Non-Specified,Investment Grade,U.S. Investment Grade Fixed Income,0.0000,0.0313
O,Realty Income Corp,U.S.,Satellite,Non-Equity,Non-Equity,Real Estate,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Real Estate REIT,0.0000,0.0500
OBNK,Origin Bancorp Inc,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0500
OC,Owens Corning,U.S.,Satellite,Mid-cap,Value,Materials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Value Common Stock,0.0000,0.0200
OCFC,OceanFirst Financial Corp,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0400
OCN,Ocwen Financial Corp,U.S.,Satellite,Small-cap,Value,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0100
OCSL,Oaktree Specialty Lending Corp,U.S.,Satellite,Small-cap,Growth,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0400
OCUL,Ocular Therapeutix Inc,U.S.,Satellite,Small-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0100
OCX,Oncocyte Corp,U.S.,Satellite,Small-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0200
ODC,Oil-Dri Corp of America,U.S.,Satellite,Small-cap,Value,Materials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0500
ODFL,Old Dominion Freight Line Inc,U.S.,Satellite,Large-cap,Growth,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Growth Common Stock,0.0000,0.0500
ODP,ODP Corp/The,U.S.,Satellite,Small-cap,Value,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0100
OEC,Orion Engineered Carbons SA,U.S.,Satellite,Small-cap,Value,Materials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0300
OEF,iShares S&P 100 ETF,U.S.,Satellite,Large-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Blend ETP,0.0000,0.0625
OEUR,ALPS O'Shares Europe Quality Dividend ETF,Developed Markets,Satellite,Large-cap,Blend,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Developed Markets Large-cap Blend ETP,0.0000,0.2500
OFC,Corporate Office Properties Trust,U.S.,Satellite,Non-Equity,Non-Equity,Real Estate,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Real Estate REIT,0.0000,0.0400
OFG,OFG Bancorp,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0100
OFIX,Orthofix Medical Inc,U.S.,Satellite,Small-cap,Value,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0200
OFLX,Omega Flex Inc,U.S.,Satellite,Small-cap,Growth,Industrials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0400
OGE,OGE Energy Corp,U.S.,Satellite,Mid-cap,Blend,Utilities,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0500
OGIG,ALPS O'Shares Global Internet Giants ETF,Global,Satellite,Broad Market,Blend,Technology,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Global Broad Market Blend ETP,0.0000,0.0625
OGS,ONE Gas Inc,U.S.,Satellite,Small-cap,Blend,Utilities,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0500
OHI,Omega Healthcare Investors Inc,U.S.,Satellite,Non-Equity,Non-Equity,Real Estate,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Real Estate REIT,0.0000,0.0400
OI,O-I Glass Inc,U.S.,Satellite,Small-cap,Value,Materials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0200
OIH,VanEck Oil Services ETF,U.S.,Satellite,Large-cap,Value,Energy,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Value ETP,0.0000,0.0313
OII,Oceaneering International Inc,U.S.,Satellite,Small-cap,Value,Energy,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0100
OILK,Proshares Trust-Proshares K-1 Free Crude Oil Strategy Etf,Global,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Commodity,Non-Fixed Income,Non-Fixed Income,Commodity,0.0000,0.0625
OIS,Oil States International Inc,U.S.,Satellite,Small-cap,Value,Energy,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0100
OKE,ONEOK Inc,U.S.,Satellite,Mid-cap,Blend,Energy,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0300
OKTA,Okta Inc,U.S.,Satellite,Mid-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Growth Common Stock,0.0000,0.0300
OLED,Universal Display Corp,U.S.,Satellite,Small-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0300
OLK,Olink Holding AB,China,Satellite,Broad Market,Multi-Style,Health Care,ADR,Equity,Non-Fixed Income,Non-Fixed Income,China ADR,0.0000,0.0300
OLLI,Ollie's Bargain Outlet Holdings Inc,U.S.,Satellite,Small-cap,Blend,Consumer Staples,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0400
OLN,Olin Corp,U.S.,Satellite,Mid-cap,Value,Materials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Value Common Stock,0.0000,0.0300
OLP,One Liberty Properties Inc,U.S.,Satellite,Non-Equity,Non-Equity,Real Estate,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Real Estate REIT,0.0000,0.0200
OM,Outset Medical Inc,U.S.,Satellite,Small-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0300
OMC,Omnicom Group Inc,U.S.,Satellite,Mid-cap,Value,Communications,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Value Common Stock,0.0000,0.0500
OMCL,Omnicell Inc,U.S.,Satellite,Small-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0300
OMER,Omeros Corp,U.S.,Satellite,Small-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0100
OMF,OneMain Holdings Inc,U.S.,Satellite,Small-cap,Value,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0400
OMFL,Invesco Russell 1000 Dynamic Multifactor ETF,U.S.,Satellite,Large-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Value ETP,0.0000,0.2500
OMFS,Invesco Russell 2000 Dynamic Multifactor ETF,U.S.,Satellite,Small-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value ETP,0.0000,0.1250
OMI,Owens & Minor Inc,U.S.,Satellite,Small-cap,Value,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0100
ON,ON Semiconductor Corp,U.S.,Satellite,Mid-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Growth Common Stock,0.0000,0.0300
ONB,Old National Bancorp/IN,U.S.,Satellite,Small-cap,Blend,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0400
ONCT,Oncternal Therapeutics Inc,U.S.,Satellite,Small-cap,Growth,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0100
ONEM,1Life Healthcare Inc,U.S.,Satellite,Small-cap,Blend,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0200
ONEQ,Fidelity Nasdaq Composite Index ETF,U.S.,Satellite,Broad Market,Growth,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Broad Market Growth ETP,0.0000,0.0625
ONEW,OneWater Marine Inc,U.S.,Satellite,Small-cap,Value,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0300
ONEY,SPDR Russell 1000 Yield Focus ETF,U.S.,Satellite,Large-cap,Value,Multi-Sector,ETP,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Large-cap Value ETP,0.0000,0.1250
ONLN,Proshares Online Retail ETF,Global,Satellite,Broad Market,Growth,Technology,ETP,Equity,Non-Fixed Income,Non-Fixed Income,Global Broad Market Growth ETP,0.0000,0.0313
ONOF,Global X Adaptive US Risk Management ETF,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Mixed Allocation,Non-Fixed Income,Non-Fixed Income,U.S. Mixed Allocation,0.0000,0.2500
ONON,On Holding AG,U.S.,Satellite,Mid-cap,Growth,Consumer Discretionary,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Growth Common Stock,0.0000,0.0400
ONTF,ON24 Inc,U.S.,Satellite,Small-cap,Blend,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0200
ONTO,Onto Innovation Inc,U.S.,Satellite,Small-cap,Growth,Technology,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0100
OOMA,Ooma Inc,U.S.,Satellite,Small-cap,Blend,Communications,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0500
OPCH,Option Care Health Inc,U.S.,Satellite,Mid-cap,Blend,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Mid-cap Blend Common Stock,0.0000,0.0100
OPEN,Opendoor Technologies Inc,U.S.,Satellite,Small-cap,Value,Communications,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0200
OPER,Clearshares Ultra-Short Maturity ETF,U.S.,Satellite,Non-Equity,Non-Equity,Non-Equity,ETP,Fixed Income,Short-Term,Non-Specified,U.S. Short-Term Fixed Income,0.0000,0.5000
OPI,Office Properties Income Trust,U.S.,Satellite,Non-Equity,Non-Equity,Real Estate,REIT,REIT,Non-Fixed Income,Non-Fixed Income,Real Estate REIT,0.0000,0.0300
OPK,OPKO Health Inc,U.S.,Satellite,Small-cap,Blend,Health Care,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Blend Common Stock,0.0000,0.0100
OPRA,Opera LTD-ADR,Norway,Satellite,Small-cap,Value,Technology,ADR,Equity,Non-Fixed Income,Non-Fixed Income,Norway ADR,0.0000,0.0400
OPRT,Oportun Financial Corp,U.S.,Satellite,Small-cap,Value,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0300
OPY,Oppenheimer Holdings Inc,U.S.,Satellite,Small-cap,Value,Financials,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Value Common Stock,0.0000,0.0200
ORA,Ormat Technologies Inc,U.S.,Satellite,Small-cap,Growth,Utilities,Common Stock,Equity,Non-Fixed Income,Non-Fixed Income,U.S. Small-cap Growth Common Stock,0.0000,0.0300
