TICKER,NAME,CLASSIFICATION,CAPE,FWD_RETURN_FORECAST,LOWER_CONFIDENCE,UPPER_CONFIDENCE,F_PVALUE,MINIMUM_CAPE,MAXIMUM_CAPE,RSQUARED
TRV,Travelers Cos Inc/The,U.S. Large-cap Blend Common Stock,13.88,0.081,-0.0262,0.1886,0.0,6.11,19.49,0.1028
TSCO,Tractor Supply Co,U.S. Mid-cap Blend Common Stock,36.62,0.2122,0.0629,0.3604,0.0,3.78,66.03,0.8593
TSN,Tyson Foods Inc,U.S. Mid-cap Value Common Stock,9.03,0.1485,-0.0939,0.3913,0.0001,5.96,34.1,0.0614
TTC,Toro Co/The,U.S. Mid-cap Blend Common Stock,32.0,0.1249,-0.0308,0.279,0.0,8.64,50.32,0.4967
TTEK,Tetra Tech Inc,U.S. Mid-cap Blend Common Stock,52.35,-0.011,-0.1956,0.1744,0.0,15.53,73.19,0.3073
TXN,Texas Instruments Inc,U.S. Large-cap Growth Common Stock,29.44,0.0769,-0.0675,0.2223,0.0,9.17,130.84,0.6608
TXT,Textron Inc,U.S. Mid-cap Blend Common Stock,22.05,-0.0355,-0.2146,0.1412,0.0,2.34,33.59,0.579
UBA,Urstadt Biddle Properties Inc,Real Estate REIT,29.31,-0.0006,-0.0865,0.0851,0.0,1.61,26.58,0.6063
UBSI,United Bankshares Inc/WV,U.S. Small-cap Growth Common Stock,12.14,0.014,-0.0955,0.1231,0.0,3.64,17.69,0.338
UFCS,United Fire Group Inc,U.S. Small-cap Value Common Stock,15.06,-0.0019,-0.1637,0.1601,0.0,4.05,35.93,0.651
UFPT,UFP Technologies Inc,U.S. Small-cap Growth Common Stock,87.78,0.0361,-0.2002,0.2721,0.0,8.74,74.2,0.143
UGI,UGI Corp,U.S. Small-cap Value Common Stock,11.2,0.1964,0.1262,0.2662,0.0,5.62,24.41,0.8771
UHAL,U-Haul Holding Co,U.S. Mid-cap Value Common Stock,18.3,0.2446,-0.0499,0.5397,0.0,2.87,61.54,0.3107
UHS,Universal Health Services Inc,U.S. Mid-cap Value Common Stock,14.13,0.2686,0.1305,0.4061,0.0,12.35,57.53,0.51
UHT,Universal Health Realty Income Trust,Real Estate REIT,16.18,0.0846,-0.0302,0.1996,0.0,2.29,25.07,0.2297
UMBF,UMB Financial Corp,U.S. Small-cap Blend Common Stock,12.42,0.1146,0.028,0.2006,0.0,8.85,25.88,0.3486
UNF,UniFirst Corp/MA,U.S. Small-cap Blend Common Stock,20.91,0.1077,-0.0187,0.2335,0.0,6.02,33.37,0.434
UNFI,United Natural Foods Inc,U.S. Small-cap Value Common Stock,5.9,0.1743,-0.1242,0.473,0.0082,13.25,65.03,0.047
UNH,UnitedHealth Group Inc,U.S. Large-cap Blend Common Stock,35.08,0.147,-0.0824,0.3767,0.0,8.38,53.11,0.3322
UNM,Unum Group,U.S. Mid-cap Value Common Stock,10.86,-0.0039,-0.1939,0.1855,0.0,2.99,16.29,0.2198
UNP,Union Pacific Corp,U.S. Large-cap Growth Common Stock,23.78,0.1735,0.0379,0.3092,0.0296,7.75,33.75,0.0227
UPBD,Upbound Group Inc,U.S. Small-cap Value Common Stock,13.17,0.0048,-0.2463,0.2553,0.0,2.84,28.9,0.2853
UPS,United Parcel Service Inc,U.S. Large-cap Blend Common Stock,21.18,0.0371,-0.0698,0.1431,0.0,8.41,24.33,0.336
URBN,Urban Outfitters Inc,U.S. Small-cap Value Common Stock,16.11,0.2819,-0.2053,0.7674,0.0001,9.83,151.12,0.1488
USLM,United States Lime & Minerals Inc,U.S. Small-cap Growth Common Stock,38.95,0.0484,-0.2293,0.326,0.0,3.78,43.28,0.2625
USM,United States Cellular Corp,U.S. Small-cap Value Common Stock,22.45,0.0148,-0.1203,0.1501,0.0,13.53,122.28,0.3036
USNA,USANA Health Sciences Inc,U.S. Small-cap Blend Common Stock,12.96,0.3314,0.1381,0.5255,0.0,12.37,103.69,0.6091
UTL,Unitil Corp,U.S. Small-cap Blend Common Stock,19.91,0.1048,0.0028,0.207,0.0045,4.15,26.03,0.0525
UTMD,Utah Medical Products Inc,U.S. Small-cap Growth Common Stock,22.57,0.0663,-0.036,0.1685,0.0,4.75,35.12,0.6594
UVSP,Univest Financial Corp,U.S. Small-cap Blend Common Stock,8.56,0.0639,-0.0791,0.2066,0.0,4.93,18.86,0.2885
UVV,Universal Corp/VA,U.S. Small-cap Value Common Stock,11.26,-0.0209,-0.1121,0.0701,0.0,1.95,11.84,0.422
VFC,VF Corp,U.S. Mid-cap Value Common Stock,5.91,0.2125,0.0103,0.4142,0.0,4.46,29.23,0.223
VHI,Valhi Inc,U.S. Small-cap Value Common Stock,6.73,0.2108,-0.0901,0.5099,0.0,4.1,375.28,0.5266
VLGEA,Village Super Market Inc,U.S. Small-cap Value Common Stock,11.5,0.1054,0.0008,0.2093,0.0,5.98,21.1,0.8243
VLY,Valley National Bancorp,U.S. Small-cap Blend Common Stock,10.42,0.009,-0.1021,0.1201,0.0,4.48,13.94,0.1056
VMC,Vulcan Materials Co,U.S. Mid-cap Growth Common Stock,59.8,0.066,-0.1455,0.278,0.0273,10.04,152.44,0.0112
VMI,Valmont Industries Inc,U.S. Small-cap Blend Common Stock,25.99,0.0997,-0.0718,0.2717,0.0,11.41,53.0,0.289
VNO,Vornado Realty Trust,Real Estate REIT,306.85,-0.6477,-0.7516,-0.5441,0.0,4.93,39.83,0.8406
VSH,Vishay Intertechnology Inc,U.S. Small-cap Blend Common Stock,12.27,0.025,-0.1584,0.2094,0.0,1.85,64.56,0.4328
VTRS,Viatris Inc,U.S. Mid-cap Value Common Stock,7.14,0.303,0.0285,0.5774,0.0,9.21,47.01,0.188
VZ,Verizon Communications Inc,U.S. Large-cap Blend Common Stock,6.19,0.0581,-0.0724,0.1885,0.0083,3.11,13.43,0.0267
WAFD,Washington Federal Inc,U.S. Small-cap Blend Common Stock,11.36,0.0407,-0.0933,0.1742,0.0,4.39,19.88,0.2577
WASH,Washington Trust Bancorp Inc,U.S. Small-cap Blend Common Stock,8.06,0.1262,-0.0075,0.2605,0.0,4.84,21.09,0.3669
WAT,Waters Corp,U.S. Mid-cap Growth Common Stock,29.16,0.1458,0.0753,0.2155,0.0,18.02,48.55,0.6096
WBA,Walgreens Boots Alliance Inc,U.S. Mid-cap Value Common Stock,6.05,0.1783,-0.0113,0.368,0.0,9.99,64.83,0.1698
WBS,Webster Financial Corp,U.S. Mid-cap Blend Common Stock,12.26,0.0342,-0.2299,0.2997,0.0,0.94,38.41,0.2167
WDFC,WD-40 Co,U.S. Small-cap Growth Common Stock,47.97,0.1999,0.0601,0.3395,0.0,7.31,50.08,0.1302
WELL,Welltower Inc,Real Estate REIT,68.52,0.0439,-0.0323,0.1201,0.0,1.87,54.17,0.5795
WERN,Werner Enterprises Inc,U.S. Small-cap Value Common Stock,21.95,0.057,-0.0321,0.1461,0.0,6.44,29.03,0.2153
WEYS,Weyco Group Inc,U.S. Small-cap Value Common Stock,13.6,0.0,-0.1017,0.1008,0.0,7.21,18.81,0.6265
WGO,Winnebago Industries Inc,U.S. Small-cap Value Common Stock,14.15,0.1513,-0.1965,0.5003,0.0,2.59,59.62,0.1672
WHR,Whirlpool Corp,U.S. Mid-cap Value Common Stock,8.19,0.1009,-0.0198,0.2231,0.0,2.1,16.5,0.6564
WIRE,Encore Wire Corp,U.S. Small-cap Blend Common Stock,16.37,0.1629,-0.0437,0.3686,0.0,9.46,53.79,0.2634
WKC,World Kinect Corp,U.S. Small-cap Value Common Stock,8.31,0.273,-0.0386,0.5849,0.0,5.69,47.56,0.2023
WLY,John Wiley & Sons Inc,U.S. Small-cap Value Common Stock,9.84,0.0109,-0.1152,0.137,0.0001,11.85,54.12,0.1083
WMB,Williams Cos Inc/The,U.S. Large-cap Growth Common Stock,23.79,-0.147,-0.3783,0.0811,0.0,0.68,26.5,0.6388
WMT,Walmart Inc,U.S. Large-cap Value Common Stock,26.52,0.0495,-0.0449,0.1441,0.0,11.18,62.43,0.453
WOR,Worthington Industries Inc,U.S. Small-cap Value Common Stock,13.53,0.0767,-0.0896,0.2428,0.0,4.15,28.03,0.1611
WRB,W R Berkley Corp,U.S. Mid-cap Blend Common Stock,22.25,0.1223,-0.0582,0.3032,0.0,6.86,34.89,0.1902
WRLD,World Acceptance Corp,U.S. Small-cap Blend Common Stock,13.59,0.191,-0.0674,0.4492,0.0,4.31,40.7,0.2252
WSBC,WesBanco Inc,U.S. Small-cap Blend Common Stock,8.76,0.0516,-0.0818,0.1851,0.0,4.13,18.86,0.3234
WSFS,WSFS Financial Corp,U.S. Small-cap Blend Common Stock,11.47,0.1971,0.0338,0.3607,0.0,5.71,33.5,0.696
WSM,Williams-Sonoma Inc,U.S. Mid-cap Blend Common Stock,17.79,0.1656,-0.0774,0.4076,0.0,3.72,93.75,0.2868
WSO,Watsco Inc,U.S. Mid-cap Blend Common Stock,45.66,0.0633,-0.0925,0.2192,0.0,7.18,40.65,0.2976
WTFC,Wintrust Financial Corp,U.S. Small-cap Blend Common Stock,13.69,0.138,-0.0128,0.2876,0.0,5.52,44.63,0.4917
WTRG,Essential Utilities Inc,U.S. Mid-cap Growth Common Stock,25.77,0.09,-0.0012,0.1819,0.0,9.82,36.21,0.4424
WTS,Watts Water Technologies Inc,U.S. Small-cap Blend Common Stock,43.4,0.0593,-0.0904,0.209,0.0007,6.91,34.73,0.0833
WWD,Woodward Inc,U.S. Mid-cap Blend Common Stock,29.61,0.126,0.0225,0.2289,0.0,10.59,53.39,0.6475
WWW,Wolverine World Wide Inc,U.S. Small-cap Value Common Stock,6.63,0.4129,0.2764,0.5492,0.0,10.06,47.27,0.5546
XEL,Xcel Energy Inc,U.S. Large-cap Blend Common Stock,21.21,0.1483,0.0209,0.2751,0.0001,1.5,25.05,0.2442
XOM,Exxon Mobil Corp,U.S. Large-cap Blend Common Stock,17.77,0.1142,-0.0199,0.2479,0.0001,6.91,15.79,0.0881
XRAY,DENTSPLY SIRONA Inc,U.S. Mid-cap Blend Common Stock,18.14,0.1355,-0.0205,0.2916,0.0,16.19,36.74,0.1798
XRX,Xerox Holdings Corp,U.S. Small-cap Value Common Stock,5.22,-0.0241,-0.1655,0.1187,0.0,1.47,21.25,0.6505
ZBRA,Zebra Technologies Corp,U.S. Mid-cap Blend Common Stock,37.77,0.1317,-0.1628,0.4269,0.0012,11.77,71.22,0.0638
ZEUS,Olympic Steel Inc,U.S. Small-cap Value Common Stock,20.15,0.0188,-0.37,0.4056,0.0,3.23,44.7,0.2683
ZION,Zions Bancorp NA,U.S. Small-cap Blend Common Stock,9.2,0.0392,-0.2296,0.3085,0.0,1.78,104.8,0.0575
